date,station_301,station_356,station_391,station_428,station_446,station_462,station_463,station_473,station_508,station_518,station_539,station_540,station_541,station_574,station_575,station_587,station_633,station_697,station_724,station_771,station_778,station_784,station_809,station_834,station_846,station_848,station_977,station_1049,station_1050,station_1051,station_1052,station_1067,station_1258
1983-04-22,,32,,,,,,,,,,,,,,52,,,,,,,,,61,,,,,,,33,
1983-04-23,,32,,,,,,,,,,,,,,52,,,,,,,,,56,,,,,,,33,
1983-04-24,,32,,,,,,,,,,,,,,45,,,,,,,,,60,,,,,,,32,
1983-04-25,,32,,,,,,,,,,,,,,52,,,,,,,,,58,,,,,,,32,
1983-04-26,,32,,,,,,,,,,,,,,56,,,,,,,,,60,,,,,,,32,
1983-04-27,,32,,,,,,,,,,,,,,59,,,,,,,,,60,,,,,,,32,
1983-04-28,,32,,,,,,,,,,,,,,65,,,,,,,,,61,,,,,,,32,
1983-04-29,,32,,,,,,,,,,,,,,62,,,,,,,,,63,,,,,,,32,
1983-04-30,,32,,,,,,,,,,,,,,60,,,,,,,,,66,,,,,,,32,
1983-05-01,,32,,,,,,,,,,,,,,61,,,,,,,,,67,,,,,,,32,
1983-05-02,,32,,,,,,,,,,,,,,53,,,,,,,,,67,,,,,,,32,
1983-05-03,,32,,,,,,,,,,,,,,48,,,,,,,,,65,,,,,,,32,
1983-05-04,,32,,,,,,,,,,,,,,58,,,,,,,,,61,,,,,,,32,
1983-05-05,,32,,,,,,,,,,,,,,67,,,,,,,,,62,,,,,,,32,
1983-05-06,,32,,,,,,,,,,,,,,59,,,,,,,,,57,,,,,,,32,
1983-05-07,,32,,,,,,,,,,,,,,60,,,,,,,,,64,,,,,,,32,
1983-05-08,,32,,,,,,,,,,,,,,67,,,,,,,,,64,,,,,,,32,
1983-05-09,,32,,,,,,,,,,,,,,58,,,,,,,,,64,,,,,,,32,
1983-05-10,,32,,,,,,,,,,,,,,56,,,,,,,,,78,,,,,,,32,
1983-05-11,,32,,,,,,,,,,,,,,60,,,,,,,,,70,,,,,,,32,
1983-05-12,,32,,,,,,,,,,,,,,60,,,,,,,,,62,,,,,,,32,
1983-05-13,,32,,,,,,,,,,,,,,56,,,,,,,,,56,,,,,,,32,
1983-05-14,,32,,,,,,,,,,,,,,61,,,,,,,,,63,,,,,,,32,
1983-05-15,,32,,,,,,,,,,,,,,58,,,,,,,,,63,,,,,,,32,
1983-05-16,,32,,,,,,,,,,,,,,64,,,,,,,,,76,,,,,,,32,
1983-05-17,,32,,,,,,,,,,,,,,58,,,,,,,,,73,,,,,,,32,
1983-05-18,,32,,,,,,,,,,,,,,61,,,,,,,,,62,,,,,,,32,
1983-05-19,,32,,,,,,,,,,,,,,54,,,,,,,,,76,,,,,,,32,
1983-05-20,,32,,,,,,,,,,,,,,70,,,,,,,,,75,,,,,,,32,
1983-05-21,,32,,,,,,,,,,,,,,73,,,,,,,,,72,,,,,,,32,
1983-05-22,,32,,,,,,,,,,,,,,73,,,,,,,,,71,,,,,,,32,
1983-05-23,,32,,,,,,,,,,,,,,71,,,,,,,,,68,,,,,,,32,
1983-05-24,,32,,,,,,,,,,,,,,61,,,,,,,,,68,,,,,,,32,
1983-05-25,,32,,,,,,,,,,,,,,52,,,,,,,,,68,,,,,,,32,
1983-05-26,,32,,,,,,,,,,,,,,52,,,,,,,,,66,,,,,,,32,
1983-05-27,,32,,,,,,,,,,,,,,55,,,,,,,,,66,,,,,,,32,
1983-05-28,,32,,,,,,,,,,,,,,66,,,,,,,,,51,,,,,,,32,
1983-05-29,,32,,,,,,,,,,,,,,74,,,,,,,,,53,,,,,,,32,
1983-05-30,,32,,,,,,,,,,,,,,75,,,,,,,,,57,,,,,,,32,
1983-05-31,,32,,,,,,,,,,,,,,63,,,,,,,,,61,,,,,,,32,
1983-06-01,,32,,,,,,,,,,,,,,63,,,,,,,,,54,,,,,,,32,
1983-06-02,,32,,,,,,,,,,,,,,56,,,,,,,,,54,,,,,,,32,
1983-06-03,,32,,,,,,,,,,,,,,56,,,,,,,,,46,,,,,,,32,
1983-06-04,,32,,,,,,,,,,,,,,60,,,,,,,,,32,,,,,,,32,
1983-06-05,,32,,,,,,,,,,,,,,54,,,,,,,,,32,,,,,,,32,
1983-06-06,,32,,,,,,,,,,,,,,72,,,,,,,,,32,,,,,,,32,
1983-06-07,,32,,,,,,,,,,,,,,72,,,,,,,,,32,,,,,,,32,
1983-06-08,,32,,,,,,,,,,,,,,69,,,,,,,,,32,,,,,,,32,
1983-06-09,,32,,,,,,,,,,,,,,69,,,,,,,,,32,,,,,,,32,
1983-06-10,,32,,,,,,,,,,,,,,64,,,,,,,,,32,,,,,,,32,
1983-06-11,,32,,,,,,,,,,,,,,64,,,,,,,,,32,,,,,,,32,
1983-06-12,,32,,,,,,,,,,,,,,61,,,,,,,,,32,,,,,,,32,
1983-06-13,,32,,,,,,,,,,,,,,68,,,,,,,,,32,,,,,,,32,
1983-06-14,,32,,,,,,,,,,,,,,71,,,,,,,,,32,,,,,,,32,
1983-06-15,,32,,,,,,,,,,,,,,80,,,,,,,,,32,,,,,,,32,
1983-06-16,,32,,,,,,,,,,,,,,78,,,,,,,,,32,,,,,,,32,
1983-06-17,,32,,,,,,,,,,,,,,78,,,,,,,,,32,,,,,,,32,
1983-06-18,,32,,,,,,,,,,,,,,73,,,,,,,,,32,,,,,,,32,
1983-06-19,,32,,,,,,,,,,,,,,71,,,,,,,,,32,,,,,,,32,
1983-06-20,,32,,,,,,,,,,,,,,70,,,,,,,,,32,,,,,,,32,
1983-06-21,,32,,,,,,,,,,,,,,71,,,,,,,,,32,,,,,,,32,
1983-06-22,,32,,,,,,,,,,,,,,79,,,,,,,,,32,,,,,,,32,
1983-06-23,,32,,,,,,,,,,,,,,85,,,,,,,,,32,,,,,,,32,
1983-06-24,,32,,,,,,,,,,,,,,85,,,,,,,,,32,,,,,,,32,
1983-06-25,,32,,,,,,,,,,,,,,74,,,,,,,,,32,,,,,,,32,
1983-06-26,,32,,,,,,,,,,,,,,72,,,,,,,,,32,,,,,,,32,
1983-06-27,,32,,,,,,,,,,,,,,74,,,,,,,,,32,,,,,,,32,
1983-06-28,,32,,,,,,,,,,,,,,67,,,,,,,,,32,,,,,,,32,
1983-06-29,,32,,,,,,,,,,,,,,69,,,,,,,,,32,,,,,,,32,
1983-06-30,,32,,,,,,,,,,,,,,77,,,,,,,,,32,,,,,,,32,
1983-07-01,,32,,,,,,,,,,,,,,75,,,,,,,,,32,,,,,,,32,
1983-07-02,,32,,,,,,,,,,,,,,70,,,,,,,,,32,,,,,,,32,
1983-07-03,,32,,,,,,,,,,,,,,70,,,,,,,,,32,,,,,,,32,
1983-07-04,,32,,,,,,,,,,,,,,63,,,,,,,,,32,,,,,,,32,
1983-07-05,,32,,,,,,,,,,,,,,74,,,,,,,,,32,,,,,,,32,
1983-07-06,,32,,,,,,,,,,,,,,66,,,,,,,,,32,,,,,,,32,
1983-07-07,,32,,,,,,,,,,,,,,68,,,,,,,,,32,,,,,,,32,
1983-07-08,,32,,,,,,,,,,,,,,61,,,,,,,,,32,,,,,,,32,
1983-07-09,,32,,,,,,,,,,,,,,60,,,,,,,,,32,,,,,,,32,
1983-07-10,,32,,,,,,,,,,,,,,54,,,,,,,,,32,,,,,,,32,
1983-07-11,,32,,,,,,,,,,,,,,60,,,,,,,,,32,,,,,,,32,
1983-07-12,,32,,,,,,,,,,,,,,61,,,,,,,,,32,,,,,,,32,
1983-07-13,,32,,,,,,,,,,,,,,64,,,,,,,,,32,,,,,,,32,
1983-07-14,,32,,,,,,,,,,,,,,67,,,,,,,,,32,,,,,,,32,
1983-07-15,,32,,,,,,,,,,,,,,65,,,,,,,,,32,,,,,,,32,
1983-07-16,,32,,,,,,,,,,,,,,62,,,,,,,,,32,,,,,,,32,
1983-07-17,,32,,,,,,,,,,,,,,63,,,,,,,,,32,,,,,,,32,
1983-07-18,,32,,,,,,,,,,,,,,55,,,,,,,,,32,,,,,,,32,
1983-07-19,,32,,,,,,,,,,,,,,54,,,,,,,,,32,,,,,,,32,
1983-07-20,,32,,,,,,,,,,,,,,54,,,,,,,,,32,,,,,,,32,
1983-07-21,,32,,,,,,,,,,,,,,62,,,,,,,,,32,,,,,,,32,
1983-07-22,,32,,,,,,,,,,,,,,62,,,,,,,,,32,,,,,,,32,
1983-07-23,,32,,,,,,,,,,,,,,69,,,,,,,,,32,,,,,,,32,
1983-07-24,,32,,,,,,,,,,,,,,76,,,,,,,,,32,,,,,,,32,
1983-07-25,,32,,,,,,,,,,,,,,76,,,,,,,,,32,,,,,,,32,
1983-07-26,,32,,,,,,,,,,,,,,77,,,,,,,,,32,,,,,,,32,
1983-07-27,,32,,,,,,,,,,,,,,71,,,,,,,,,32,,,,,,,32,
1983-07-28,,32,,,,,,,,,,,,,,65,,,,,,,,,32,,,,,,,32,
1983-07-29,,32,,,,,,,,,,,,,,65,,,,,,,,,32,,,,,,,32,
1983-07-30,,32,,,,,,,,,,,,,,58,,,,,,,,,32,,,,,,,32,
1983-07-31,,32,,,,,,,,,,,,,,65,,,,,,,,,32,,,,,,,32,
1983-08-01,,32,,,,,,,,,,,,,,72,,,,,,,,,32,,,,,,,32,
1983-08-02,,32,,,,,,,,,,,,,,75,,,,,,,,,32,,,,,,,32,
1983-08-03,,32,,,,,,,,,,,,,,76,,,,,,,,,32,,,,,,,32,
1983-08-04,,32,,,,,,,,,,,,,,73,,,,,,,,,32,,,,,,,32,
1983-08-05,,32,,,,,,,,,,,,,,72,,,,,,,,,32,,,,,,,32,
1983-08-06,,32,,,,,,,,,,,,,,71,,,,,,,,,32,,,,,,,32,
1983-08-07,,32,,,,,,,,,,,,,,70,,,,,,,,,32,,,,,,,32,
1983-08-08,,32,,,,,,,,,,,,,,70,,,,,,,,,32,,,,,,,32,
1983-08-09,,32,,,,,,,,,,,,,,66,,,,,,,,,32,,,,,,,32,
1983-08-10,,32,,,,,,,,,,,,,,60,,,,,,,,,32,,,,,,,32,
1983-08-11,,32,,,,,,,,,,,,,,67,,,,,,,,,32,,,,,,,32,
1983-08-12,,32,,,,,,,,,,,,,,66,,,,,,,,,32,,,,,,,32,
1983-08-13,,32,,,,,,,,,,,,,,66,,,,,,,,,32,,,,,,,32,
1983-08-14,,32,,,,,,,,,,,,,,50,,,,,,,,,32,,,,,,,32,
1983-08-15,,32,,,,,,,,,,,,,,56,,,,,,,,,32,,,,,,,32,
1983-08-16,,32,,,,,,,,,,,,,,65,,,,,,,,,32,,,,,,,32,
1983-08-17,,32,,,,,,,,,,,,,,58,,,,,,,,,32,,,,,,,32,
1983-08-18,,32,,,,,,,,,,,,,,58,,,,,,,,,32,,,,,,,32,
1983-08-19,,32,,,,,,,,,,,,,,53,,,,,,,,,32,,,,,,,32,
1983-08-20,,32,,,,,,,,,,,,,,51,,,,,,,,,32,,,,,,,32,
1983-08-21,,32,,,,,,,,,,,,,,62,,,,,,,,,32,,,,,,,32,
1983-08-22,,32,,,,,,,,,,,,,,67,,,,,,,,,32,,,,,,,32,
1983-08-23,,32,,,,,,,,,,,,,,74,,,,,,,,,32,,,,,,,32,
1983-08-24,,32,,,,,,,,,,,,,,75,,,,,,,,,32,,,,,,,32,
1983-08-25,,32,,,,,,,,,,,,,,70,,,,,,,,,32,,,,,,,32,
1983-08-26,,32,,,,,,,,,,,,,,73,,,,,,,,,32,,,,,,,32,
1983-08-27,,32,,,,,,,,,,,,,,67,,,,,,,,,32,,,,,,,,
1983-08-28,,32,,,,,,,,,,,,,,67,,,,,,,,,32,,,,,,,,
1983-08-29,,32,,,,,,,,,,,,,,73,,,,,,,,,32,,,,,,,,
1983-08-30,,32,,,,,,,,,,,,,,32,,,,,,,,,32,,,,,,,,
1983-08-31,,32,,,,,,,,,,,,,,73,,,,,,,,,32,,,,,,,,
1983-09-01,,32,,,,,,,,,,,,,,73,,,,,,,,,32,,,,,,,,
1983-09-02,,32,,,,,,,,,,,,,,72,,,,,,,,,32,,,,,,,,
1983-09-03,,32,,,,,,,,,,,,,,73,,,,,,,,,32,,,,,,,,
1983-09-04,,32,,,,,,,,,,,,,,-58,,,,,,,,,32,,,,,,,,
1983-09-05,,32,,,,,,,,,,,,,,32,,,,,,,,,32,,,,,,,,
1983-09-06,,32,,,,,,,,,,,,,,32,,,,,,,,,32,,,,,,,,
1983-09-07,,32,,,,,,,,,,,,,,63,,,,,,,,,32,,,,,,,,
1983-09-08,,32,,,,,,,,,,,,,,73,,,,,,,,,32,,,,,,,,
1983-09-09,,32,,,,,,,,,,,,,,67,,,,,,,,,32,,,,,,,,
1983-09-10,,32,,,,,,,,,,,,,,74,,,,,,,,,32,,,,,,,,
1983-09-11,,32,,,,,,,,,,,,,,67,,,,,,,,,32,,,,,,,,
1983-09-12,,32,,,,,,,,,,,,,,73,,,,,,,,,32,,,,,,,,
1983-09-13,,32,,,,,,,,,,,,,,82,,,,,,,,,32,,,,,,,,
1983-09-14,,32,,,,,,,,,,,,,,80,,,,,,,,,32,,,,,,,,
1983-09-15,,32,,,,,,,,,,,,,,76,,,,,,,,,32,,,,,,,,
1983-09-16,,32,,,,,,,,,,,,,,70,,,,,,,,,32,,,,,,,,
1983-09-17,,32,,,,,,,,,,,,,,68,,,,,,,,,32,,,,,,,,
1983-09-18,,32,,,,,,,,,,,,,,73,,,,,,,,,32,,,,,,,,
1983-09-19,,32,,,,,,,,,,,,,,80,,,,,,,,,32,,,,,,,,
1983-09-20,,32,,,,,,,,,,,,,,68,,,,,,,,,32,,,,,,,,
1983-09-21,,32,,,,,,,,,,,,,,76,,,,,,,,,32,,,,,,,,
1983-09-22,,32,,,,,,,,,,,,,,72,,,,,,,,,32,,,,,,,32,
1983-09-23,,32,,,,,,,,,,,,,,74,,,,,,,,,32,,,,,,,32,
1983-09-24,,32,,,,,,,,,,,,,,71,,,,,,,,,32,,,,,,,32,
1983-09-25,,32,,,,,,,,,,,,,,64,,,,,,,,,32,,,,,,,32,
1983-09-26,,32,,,,,,,,,,,,,,63,,,,,,,,,32,,,,,,,32,
1983-09-27,,32,,,,,,,,,,,,,,57,,,,,,,,,32,,,,,,,32,
1983-09-28,,32,,,,,,,,,,,,,,32,,,,,,,,,32,,,,,,,32,
1983-09-29,,32,,,,,,,,,,,,,,45,,,,,,,,,32,,,,,,,32,
1983-09-30,,40,,,,,,,,,,,,,,45,,,,,,,,,38,,,,,,,33,
1983-10-01,,47,,,,,,,,,,,,,,46,,,,,,,,,43,,,,,,,41,
1983-10-02,,45,,,,,,,,,,,,,,46,,,,,,,,,49,,,,,,,44,
1983-10-03,,55,,,,,,,,,,,,,,57,,,,,,,,,52,,,,,,,50,
1983-10-04,,67,,,,,,,,,,,,,,64,,,,,,,,,61,,,,,,,58,
1983-10-05,,64,,,,,,,,,,,,,,64,,,,,,,,,63,,,,,,,59,
1983-10-06,,67,,,,,,,,,,,,,,67,,,,,,,,,64,,,,,,,59,
1983-10-07,,64,,,,,,,,,,,,,,63,,,,,,,,,62,,,,,,,58,
1983-10-08,,53,,,,,,,,,,,,,,56,,,,,,,,,59,,,,,,,58,
1983-10-09,,49,,,,,,,,,,,,,,47,,,,,,,,,53,,,,,,,56,
1983-10-10,,56,,,,,,,,,,,,,,55,,,,,,,,,58,,,,,,,53,
1983-10-11,,60,,,,,,,,,,,,,,62,,,,,,,,,61,,,,,,,57,
1983-10-12,,67,,,,,,,,,,,,,,65,,,,,,,,,67,,,,,,,64,
1983-10-13,,49,,,,,,,,,,,,,,50,,,,,,,,,49,,,,,,,45,
1983-10-14,,50,,,,,,,,,,,,,,49,,,,,,,,,49,,,,,,,,
1983-10-15,,53,,,,,,,,,,,,,,53,,,,,,,,,55,,,,,,,49,
1983-10-16,,53,,,,,,,,,,,,,,52,,,,,,,,,54,,,,,,,51,
1983-10-17,,56,,,,,,,,,,,,,,55,,,,,,,,,54,,,,,,,49,
1983-10-18,,62,,,,,,,,,,,,,,60,,,,,,,,,60,,,,,,,55,
1983-10-19,,60,,,,,,,,,,,,,,60,,,,,,,,,62,,,,,,,58,
1983-10-20,,59,,,,,,,,,,,,,,60,,,,,,,,,60,,,,,,,58,
1983-10-21,,58,,,,,,,,,,,,,,60,,,,,,,,,60,,,,,,,58,
1983-10-22,,59,,,,,,,,,,,,,,59,,,,,,,,,63,,,,,,,60,
1983-10-23,,42,,,,,,,,,,,,,,48,,,,,,,,,46,,,,,,,47,
1983-10-24,,48,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,51,
1983-10-25,,70,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,65,
1983-10-26,,64,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,59,
1983-10-27,,56,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,53,
1983-10-28,,56,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,51,
1983-10-29,,53,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,49,
1983-10-30,,40,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,44,
1983-10-31,,38,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,42,
1983-11-01,,36,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,38,
1983-11-02,,47,,,,,,,,,,,,,,457,,,,,,,,,51,,,,,,,48,
1983-11-03,,54,,,,,,,,,,,,,,475,,,,,,,,,58,,,,,,,59,
1983-11-04,,51,,,,,,,,,,,,,,42,,,,,,,,,50,,,,,,,52,
1983-11-05,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,51,
1983-11-06,,45,,,,,,,,,,,,,,44,,,,,,,,,52,,,,,,,50,
1983-11-07,,39,,,,,,,,,,,,,,35,,,,,,,,,39,,,,,,,38,
1983-11-08,,42,,,,,,,,,,,,,,41,,,,,,,,,40,,,,,,,41,
1983-11-09,,35,,,,,,,,,,,,,,36,,,,,,,,,38,,,,,,,35,
1983-11-10,,36,,,,,,,,,,,,,,38,,,,,,,,,39,,,,,,,40,
1983-11-11,,33,,,,,,,,,,,,,,29,,,,,,,,,36,,,,,,,33,
1983-11-12,,33,,,,,,,,,,,,,,30,,,,,,,,,33,,,,,,,32,
1983-11-13,,27,,,,,,,,,,,,,,23,,,,,,,,,27,,,,,,,26,
1983-11-14,,40,,,,,,,,,,,,,,41,,,,,,,,,36,,,,,,,42,
1983-11-15,,40,,,,,,,,,,,,,,38,,,,,,,,,43,,,,,,,45,
1983-11-16,,32,,,,,,,,,,,,,,34,,,,,,,,,35,,,,,,,36,
1983-11-17,,32,,,,,,,,,,,,,,29,,,,,,,,,32,,,,,,,32,
1983-11-18,,32,,,,,,,,,,,,,,28,,,,,,,,,29,,,,,,,26,
1983-11-19,,34,,,,,,,,,,,,,,30,,,,,,,,,37,,,,,,,36,
1983-11-20,,28,,,,,,,,,,,,,,24,,,,,,,,,26,,,,,,,26,
1983-11-21,,24,,,,,,,,,,,,,,19,,,,,,,,,20,,,,,,,14,
1983-11-22,,23,,,,,,,,,,,,,,15,,,,,,,,,22,,,,,,,21,
1983-11-23,,33,,,,,,,,,,,,,,26,,,,,,,,,37,,,,,,,35,
1983-11-24,,32,,,,,,,,,,,,,,28,,,,,,,,,35,,,,,,,33,
1983-11-25,,20,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,13,
1983-11-26,,22,,,,,,,,,,,,,,19,,,,,,,,,28,,,,,,,29,
1983-11-27,,37,,,,,,,,,,,,,,32,,,,,,,,,35,,,,,,,36,
1983-11-28,,34,,,,,,,,,,,,,,36,,,,,,,,,35,,,,,,,40,
1983-11-29,,33,,,,,,,,,,,,,,36,,,,,,,,,35,,,,,,,37,
1983-11-30,,29,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,31,
1983-12-01,,32,,,,,,,,,,,,,,31,,,,,,,,,35,,,,,,,32,
1983-12-02,,31,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,35,
1983-12-03,,26,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,30,
1983-12-04,,22,,,,,,,,,,,,,,24,,,,,,,,,20,,,,,,,15,
1983-12-05,,22,,,,,,,,,,,,,,24,,,,,,,,,28,,,,,,,27,
1983-12-06,,27,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,29,
1983-12-07,,34,,,,,,,,,,,,,,33,,,,,,,,,40,,,,,,,35,
1983-12-08,,33,,,,,,,,,,,,,,36,,,,,,,,,39,,,,,,,35,
1983-12-09,,27,,,,,,,,,,,,,,27,,,,,,,,,31,,,,,,,28,
1983-12-10,,29,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,30,
1983-12-11,,30,,,,,,,,,,,,,,24,,,,,,,,,33,,,,,,,31,
1983-12-12,,26,,,,,,,,,,,,,,24,,,,,,,,,33,,,,,,,35,
1983-12-13,,35,,,,,,,,,,,,,,33,,,,,,,,,40,,,,,,,42,
1983-12-14,,40,,,,,,,,,,,,,,39,,,,,,,,,47,,,,,,,39,
1983-12-15,,40,,,,,,,,,,,,,,38,,,,,,,,,47,,,,,,,39,
1983-12-16,,39,,,,,,,,,,,,,,39,,,,,,,,,40,,,,,,,38,
1983-12-17,,31,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,28,
1983-12-18,,35,,,,,,,,,,,,,,36,,,,,,,,,44,,,,,,,41,
1983-12-19,,31,,,,,,,,,,,,,,33,,,,,,,,,36,,,,,,,35,
1983-12-20,,21,,,,,,,,,,,,,,20,,,,,,,,,25,,,,,,,27,
1983-12-21,,18,,,,,,,,,,,,,,16,,,,,,,,,25,,,,,,,24,
1983-12-22,,18,,,,,,,,,,,,,,13,,,,,,,,,22,,,,,,,22,
1983-12-23,,30,,,,,,,,,,,,,,22,,,,,,,,,34,,,,,,,36,
1983-12-24,,30,,,,,,,,,,,,,,24,,,,,,,,,37,,,,,,,39,
1983-12-25,,31,,,,,,,,,,,,,,22,,,,,,,,,33,,,,,,,30,
1983-12-26,,30,,,,,,,,,,,,,,22,,,,,,,,,32,,,,,,,30,
1983-12-27,,28,,,,,,,,,,,,,,17,,,,,,,,,29,,,,,,,27,
1983-12-28,,34,,,,,,,,,,,,,,32,,,,,,,,,36,,,,,,,38,
1983-12-29,,,,,,,,,,,,,,,,34,,,,,,,,,41,,,,,,,40,
1983-12-30,,33,,,,,,,,,,,,,,23,,,,,,,,,36,,,,,,,34,
1983-12-31,,31,,,,,,,,,,,,,,33,,,,,,,,,33,,,,,,,33,
1984-01-01,,35,,,,,,,,,,,,,,36,,,,,,,,,36,,,,,,,40,
1984-01-02,,41,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,42,
1984-01-03,,45,,,,,,,,,,,,,,48,,,,,,,,,45,,,,,,,43,
1984-01-04,,44,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,43,
1984-01-05,,47,,,,,,,,,,,,,,46,,,,,,,,,47,,,,,,,48,
1984-01-06,,49,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,45,
1984-01-07,,47,,,,,,,,,,,,,,43,,,,,,,,,47,,,,,,,47,
1984-01-08,,46,,,,,,,,,,,,,,45,,,,,,,,,49,,,,,,,46,
1984-01-09,,49,,,,,,,,,,,,,,49,,,,,,,,,50,,,,,,,46,
1984-01-10,,39,,,,,,,,,,,,,,39,,,,,,,,,39,,,,,,,39,
1984-01-11,,27,,,,,,,,,,,,,,34,,,,,,,,,31,,,,,,,26,
1984-01-12,,37,,,,,,,,,,,,,,31,,,,,,,,,37,,,,,,,35,
1984-01-13,,21,,,,,,,,,,,,,,4,,,,,,,,,23,,,,,,,21,
1984-01-14,,18,,,,,,,,,,,,,,17,,,,,,,,,20,,,,,,,23,
1984-01-15,,28,,,,,,,,,,,,,,25,,,,,,,,,30,,,,,,,27,
1984-01-16,,28,,,,,,,,,,,,,,5,,,,,,,,,34,,,,,,,26,
1984-01-17,,30,,,,,,,,,,,,,,29,,,,,,,,,30,,,,,,,26,
1984-01-18,,33,,,,,,,,,,,,,,30,,,,,,,,,35,,,,,,,31,
1984-01-19,,33,,,,,,,,,,,,,,37,,,,,,,,,33,,,,,,,32,
1984-01-20,,34,,,,,,,,,,,,,,34,,,,,,,,,36,,,,,,,36,
1984-01-21,,31,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,27,
1984-01-22,,36,,,,,,,,,,,,,,37,,,,,,,,,36,,,,,,,37,
1984-01-23,,34,,,,,,,,,,,,,,36,,,,,,,,,33,,,,,,,30,
1984-01-24,,42,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,37,
1984-01-25,,44,,,,,,,,,,,,,,46,,,,,,,,,45,,,,,,,42,
1984-01-26,,26,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,30,
1984-01-27,,36,,,,,,,,,,,,,,44,,,,,,,,,38,,,,,,,40,
1984-01-28,,42,,,,,,,,,,,,,,48,,,,,,,,,45,,,,,,,46,
1984-01-29,,23,,,,,,,,,,,,,,45,,,,,,,,,46,,,,,,,48,
1984-01-30,,48,,,,,,,,,,,,,,48,,,,,,,,,47,,,,,,,44,
1984-01-31,,47,,,,,,,,,,,,,,50,,,,,,,,,46,,,,,,,41,
1984-02-01,,39,,,,,,,,,,,,,,42,,,,,,,,,38,,,,,,,35,
1984-02-02,,33,,,,,,,,,,,,,,42,,,,,,,,,40,,,,,,,39,
1984-02-03,,39,,,,,,,,,,,,,,49,,,,,,,,,45,,,,,,,39,
1984-02-04,,45,,,,,,,,,,,,,,48,,,,,,,,,46,,,,,,,44,
1984-02-05,,45,,,,,,,,,,,,,,45,,,,,,,,,45,,,,,,,44,
1984-02-06,,49,,,,,,,,,,,,,,52,,,,,,,,,49,,,,,,,45,
1984-02-07,,48,,,,,,,,,,,,,,53,,,,,,,,,50,,,,,,,48,
1984-02-08,,42,,,,,,,,,,,,,,40,,,,,,,,,42,,,,,,,41,
1984-02-09,,30,,,,,,,,,,,,,,31,,,,,,,,,32,,,,,,,30,
1984-02-10,,24,,,,,,,,,,,,,,25,,,,,,,,,25,,,,,,,24,
1984-02-11,,30,,,,,,,,,,,,,,29,,,,,,,,,35,,,,,,,34,
1984-02-12,,37,,,,,,,,,,,,,,38,,,,,,,,,41,,,,,,,41,
1984-02-13,,30,,,,,,,,,,,,,,32,,,,,,,,,28,,,,,,,32,
1984-02-14,,33,,,,,,,,,,,,,,33,,,,,,,,,34,,,,,,,32,
1984-02-15,,31,,,,,,,,,,,,,,31,,,,,,,,,34,,,,,,,32,
1984-02-16,,22,,,,,,,,,,,,,,24,,,,,,,,,22,,,,,,,22,
1984-02-17,,29,,,,,,,,,,,,,,30,,,,,,,,,32,,,,,,,20,
1984-02-18,,40,,,,,,,,,,,,,,35,,,,,,,,,40,,,,,,,27,
1984-02-19,,37,,,,,,,,,,,,,,41,,,,,,,,,41,,,,,,,32,
1984-02-20,,45,,,,,,,,,,,,,,42,,,,,,,,,49,,,,,,,49,
1984-02-21,,25,,,,,,,,,,,,,,28,,,,,,,,,26,,,,,,,31,
1984-02-22,,28,,,,,,,,,,,,,,28,,,,,,,,,35,,,,,,,30,
1984-02-23,,37,,,,,,,,,,,,,,35,,,,,,,,,43,,,,,,,39,
1984-02-24,,26,,,,,,,,,,,,,,25,,,,,,,,,31,,,,,,,29,
1984-02-25,,31,,,,,,,,,,,,,,30,,,,,,,,,35,,,,,,,24,
1984-02-26,,41,,,,,,,,,,,,,,42,,,,,,,,,49,,,,,,,38,
1984-02-27,,48,,,,,,,,,,,,,,46,,,,,,,,,50,,,,,,,44,
1984-02-28,,40,,,,,,,,,,,,,,40,,,,,,,,,43,,,,,,,42,
1984-02-29,,43,,,,,,,,,,,,,,44,,,,,,,,,46,,,,,,,42,
1984-03-01,,46,,,,,,,,,,,,,,43,,,,,,,,,50,,,,,,,46,
1984-03-02,,45,,,,,,,,,,,,,,51,,,,,,,,,48,,,,,,,44,
