# Forestdale Creek (1049)
# California  SNOTEL Site - 8017 ft
# Daily Data for Period of Record
#
# (As of: Sun Jun 21 08:33:27 PDT 2015)
#  **Provisional data, subject to revision**
#
Date,Snow Water Equivalent (in),Precipitation Accumulation (in),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2004-01-19,23.9,25.4,44,21,30,0.00
2004-01-20,23.9,25.4,31,20,26,0.20
2004-01-21,24.0,25.6,35,15,23,0.00
2004-01-22,24.0,25.6,50,19,31,0.00
2004-01-23,24.1,25.6,52,29,39,0.00
2004-01-24,24.1,25.6,35,23,29,0.10
2004-01-25,24.3,25.7,36,16,25,0.00
2004-01-26,24.3,25.7,34,20,26,0.10
2004-01-27,24.3,25.8,32,21,29,0.40
2004-01-28,25.0,26.2,40,16,28,0.00
2004-01-29,25.1,26.2,48,26,35,0.00
2004-01-30,25.1,26.2,37,17,30,0.00
2004-01-31,25.3,26.2,36,14,22,0.00
2004-02-01,25.3,26.2,35,19,29,0.00
2004-02-02,25.3,26.2,32,20,27,1.20
2004-02-03,26.8,27.4,30,19,23,0.00
2004-02-04,26.8,27.4,31,11,20,0.00
2004-02-05,26.8,27.4,33,13,21,0.00
2004-02-06,26.8,27.4,46,20,33,0.20
2004-02-07,27.2,27.6,36,12,22,0.00
2004-02-08,27.2,27.6,39,10,22,0.10
2004-02-09,27.4,27.7,33,15,21,0.00
2004-02-10,27.4,27.7,43,8,25,0.00
2004-02-11,27.4,27.7,45,18,29,0.00
2004-02-12,27.4,27.7,46,15,27,0.00
2004-02-13,27.4,27.7,42,22,31,0.00
2004-02-14,27.4,27.7,40,22,30,0.00
2004-02-15,27.4,27.7,40,28,32,0.30
2004-02-16,27.7,28.0,37,29,34,1.40
2004-02-17,29.0,29.4,38,30,36,0.40
2004-02-18,29.5,29.8,32,21,28,1.40
2004-02-19,31.0,31.2,36,17,25,0.10
2004-02-20,31.2,31.3,33,20,26,0.20
2004-02-21,31.4,31.5,35,24,28,0.10
2004-02-22,31.5,31.6,35,24,28,0.10
2004-02-23,31.6,31.7,41,18,28,0.10
2004-02-24,31.8,31.8,33,25,28,0.20
2004-02-25,32.1,32.0,33,23,29,3.00
2004-02-26,35.5,35.0,27,19,23,1.50
2004-02-27,37.1,36.5,32,9,19,0.00
2004-02-28,37.1,36.5,35,11,22,0.10
2004-02-29,37.2,36.6,35,15,25,0.00
2004-03-01,37.2,36.6,33,16,26,0.40
2004-03-02,37.9,37.0,33,16,26,0.00
2004-03-03,37.9,37.0,45,16,29,0.00
2004-03-04,37.9,37.0,42,16,30,0.00
2004-03-05,37.9,37.0,45,22,34,0.00
2004-03-06,37.9,37.0,51,30,39,0.00
2004-03-07,37.9,37.0,53,28,39,0.00
2004-03-08,37.9,37.0,57,31,42,0.00
2004-03-09,37.9,37.0,58,36,45,0.00
2004-03-10,37.9,37.0,52,31,40,0.00
2004-03-11,37.9,37.0,57,28,40,0.00
2004-03-12,37.9,37.0,54,30,41,0.00
2004-03-13,37.9,37.0,60,30,43,0.00
2004-03-14,37.7,37.0,60,35,45,0.00
2004-03-15,37.5,37.0,55,31,41,0.00
2004-03-16,37.4,37.0,56,32,42,0.00
2004-03-17,37.2,37.0,62,31,45,0.00
2004-03-18,36.9,37.0,58,37,46,0.00
2004-03-19,36.7,37.0,57,39,47,0.00
2004-03-20,36.3,37.0,68,38,49,0.00
2004-03-21,36.0,37.0,62,40,49,0.00
2004-03-22,35.6,37.0,60,40,48,0.00
2004-03-23,35.2,37.0,57,38,46,0.00
2004-03-24,34.6,37.0,48,34,40,0.00
2004-03-25,34.2,37.0,41,28,33,0.90
2004-03-26,35.5,37.9,37,19,28,0.10
2004-03-27,35.5,38.0,54,27,38,0.00
2004-03-28,35.6,38.0,55,27,39,0.00
2004-03-29,35.2,38.0,59,34,47,0.10
2004-03-30,35.0,38.1,50,38,43,0.00
2004-03-31,34.6,38.1,49,35,40,0.00
2004-04-01,34.5,38.1,38,25,30,0.00
2004-04-02,34.5,38.1,46,24,33,0.00
2004-04-03,34.5,38.1,57,33,42,0.00
2004-04-04,34.4,38.1,56,35,43,0.00
2004-04-05,34.4,38.1,52,36,43,0.00
